Sr. No.,Year,Author,Exp,Data,Vel,Temp,RH,hours,Fit,Variety,Technique,Pretreatment,P_temp,P_time,kg_r,kg_m,Diff_r,Diff_m,Do,TD,alpha,aLR,aRL,mwR,Density,Berry Count,Radius,Dry_Mass,Weight_i,Vol_i,Water_i,MR_i,MC_i,MC_i,Weight_f,Vol_f,Water_f,MC_eq_Lit,MC_eq_Lit,MR_f,MC_f,MC_f,Pretreatment
70,1986,Riva M.,9,11,0.01,30,50,313,0.186,Emerald,Open Sun,Chemical,40,180,,42,,2.26E-04,8.55E+08,2497,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,195.239,1000,930.233,804.761,1,4.1219,0.8048,240.367,186.331,45.128,0.151,0.1312,0.0202,0.2311,0.1877,"2.5% K2CO3 + 3% ethyl oleate (40°C, 3 min)"
71,1986,Riva M.,10,13,0.05,30,50,143,0.042,Delight,Open Sun,Chemical,40,180,,31,,2.26E-04,8.55E+08,2497,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,199.316,1000,930.233,800.684,1,4.0172,0.8007,317.032,245.761,117.716,0.151,0.1312,0.1137,0.5906,0.3713,"2.5% K2CO3 + 3% ethyl oleate (40°C, 3 min)"
72,1986,Riva M.,11,12,0.01,30,50,227,0.09,Rodi,Open Sun,Chemical,40,180,,27,,2.26E-04,8.55E+08,2497,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,223.516,1000,930.233,776.484,1,3.474,0.7765,297.978,230.991,74.462,0.115,0.1031,0.0649,0.3331,0.2499,"2.5% K2CO3 + 3% ethyl oleate (40°C, 3 min)"
73,1986,Riva M.,12,8,0.01,30,50,341,0.182,Emerald,Open Sun,Untreated,Untreated,Untreated,,7,,2.26E-04,8.55E+08,2497,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,195.419,1000,930.233,804.581,1,4.1172,0.8046,506.016,392.26,310.597,0.225,0.1837,0.3505,1.5894,0.6138,Untreated
74,1991,Goswami D. Y.,1,19,0.1,34,50,227,0.169,Thomson,Convective,Untreated,Untreated,Untreated,,7.13,,2.10E-04,6.80E+08,2483,1.79E-02,2.30E-02,5.49E-01,29.6,1075,3628,0.822,1.361,9.072,8.439,7.711,1,5.6667,0.85,3.582,2.777,2.222,0.2195,0.18,0.2594,1.6326,0.6202,Untreated
75,1991,Goswami D. Y.,2,20,0.1,31.5,50,250,0.898,Thomson,Convective,Untreated,Untreated,Untreated,,12.952,,1.96E-04,6.80E+08,2483,1.79E-02,2.30E-02,5.49E-01,29.6,1075,3628,0.822,1.361,9.072,8.439,7.711,1,5.6667,0.85,3.114,2.414,1.753,0.2195,0.18,0.1962,1.2884,0.563,Untreated
76,1992,Fohr J. P.,1,71,0.5,70,20,215,0.549,Unreported,Convective,Chemical,100,10,,2.13,,7.55E-06,6.20E+08,3883,3.59E-02,2.30E-02,5.49E-01,29.6,1075,24,0.822,9,60,55.814,51,1,5.6667,0.85,10.457,8.107,1.457,0.15,0.1304,0.0022,0.1619,0.1394,"7% K2CO3 + 0.4% (v/v) olive oil (boiling, 10 sec)"
77,1993,Sharma V. K.,1,14,1,25,65,104,0.744,Unreported,Convective,Chemical,100,30,,76.93,,4.35E-04,9.20E+08,2283,2.09E-02,9.30E-02,5.49E-01,29.6,1075,37.808,0.822,14.178,94.52,87.926,80.342,1,5.6667,0.85,22.288,17.278,8.11,0.2195,0.18,0,0.572,0.3639,"0.3% NotApplicableOH + 0.4% olive oil (boiling, 25-30 sec)"
78,1993,Sharma V. K.,2,10,2,25,65,72,0.317,Unreported,Convective,Chemical,100,30,,125,,4.35E-04,9.20E+08,2283,2.09E-02,9.30E-02,5.49E-01,29.6,1075,32.8928,0.822,12.335,82.232,76.495,69.897,1,5.6667,0.85,18.251,14.148,5.916,0.2195,0.18,0,0.4796,0.3242,"0.3% NotApplicableOH + 0.4% olive oil (boiling, 25-30 sec)"
79,1993,Sharma V. K.,3,10,2,25,65,72,0.702,Unreported,Convective,Chemical,100,30,,164,,4.35E-04,9.20E+08,2283,2.09E-02,9.30E-02,5.49E-01,29.6,1075,29.7048,0.822,11.139,74.262,69.081,63.123,1,5.6667,0.85,15.429,11.96,4.29,0.2195,0.18,0,0.3851,0.278,"0.3% NotApplicableOH + 0.4% olive oil (boiling, 25-30 sec)"
80,1993,Tulasidas T. N.,1,87,2,30,50,43,0.072,Thomson,MicroWave,Chemical,25,180,,286.93,,4.81E-04,9.20E+08,2291,5.09E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,9.451,50,46.512,40.549,1,4.2907,0.811,10.924,8.468,1.473,0.1559,0.1349,0,0.1559,0.1349,0.5% NotApplicableOH + 2% ethyl oleate
81,1993,Tulasidas T. N.,2,19,2,50,50,9,0.005,Thomson,MicroWave,Chemical,25,180,,195,,7.67E-04,9.20E+08,2291,5.09E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,9.701,50,46.512,40.299,1,4.1539,0.806,11.153,8.646,1.451,0.1496,0.1301,0,0.1496,0.1301,0.5% NotApplicableOH + 2% ethyl oleate
82,1993,Tulasidas T. N.,3,15,2,55,50,7,0.004,Thomson,MicroWave,Chemical,25,180,,194,,8.55E-04,9.20E+08,2291,5.09E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,10.402,50,46.512,39.598,1,3.8066,0.792,12.214,9.469,1.812,0.1742,0.1484,0,0.1742,0.1484,0.5% NotApplicableOH + 2% ethyl oleate
83,1993,Tulasidas T. N.,4,64,2,45,50,32,0.03,Thomson,Convective,Chemical,25,180,,59,,6.86E-04,9.20E+08,2291,5.09E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,9.393,50,46.512,40.607,1,4.3232,0.8121,10.768,8.347,1.375,0.1464,0.1277,0,0.1464,0.1277,0.5% NotApplicableOH + 2% ethyl oleate
84,1993,Tulasidas T. N.,5,39,2,45,50,19,0.092,Thomson,MicroWave,Untreated,Untreated,Untreated,,105,,6.86E-04,9.20E+08,2291,5.09E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,9.289,50,46.512,40.711,1,4.383,0.8142,10.777,8.354,1.488,0.1602,0.1381,0,0.1602,0.1381,Untreated
85,1993,Tulasidas T. N.,6,27,2,45,50,13,0.015,Thomson,MicroWave,Chemical,25,180,,160,,6.86E-04,9.20E+08,2291,5.09E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,9.226,50,46.512,40.774,1,4.4194,0.8155,10.988,8.518,1.762,0.1765,0.15,0.0034,0.191,0.1604,0.5% NotApplicableOH + 2% ethyl oleate
86,1994,Grabowski S.,1,10,2.75,45,30,18,0.081,Thomson,Convective,Untreated,Untreated,Untreated,,66.93,,2.21E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.014,1000,930.233,809.986,1,4.2628,0.81,215.381,166.962,25.367,0.1335,0.1178,0,0.1335,0.1178,Untreated
87,1994,Grabowski S.,2,10,2.75,45,30,18,0.093,Thomson,Convective,Chemical,25,180,,65,,2.21E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.014,1000,930.233,809.986,1,4.2628,0.81,215.381,166.962,25.367,0.1335,0.1178,0,0.1335,0.1178,3% NotApplicableHSO3
88,1994,Grabowski S.,3,7,2.75,45,30,12,0.044,Thomson,Fluidized bed,Untreated,Untreated,Untreated,,94,,2.21E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.014,1000,930.233,809.986,1,4.2628,0.81,216.316,167.687,26.302,0.1364,0.12,0.0005,0.1384,0.1216,"Untreated (fluidized bed drying, fluidized bed material: sugar)"
89,1994,Grabowski S.,4,6,2.75,45,30,9,0.077,Thomson,Convective,Chemical,25,180,,169,,2.21E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.014,1000,930.233,809.986,1,4.2628,0.81,215.381,166.962,25.367,0.1335,0.1178,0,0.1335,0.1178,0.5% NotApplicableOH + 2% ethyl oleate
90,1994,Grabowski S.,5,4,2.75,45,30,6,0.077,Thomson,Fluidized bed,Chemical,25,180,,235,,2.21E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.014,1000,930.233,809.986,1,4.2628,0.81,215.839,167.317,25.825,0.1359,0.1196,0,0.1359,0.1196,"0.5% NotApplicableOH + 2% ethyl oleate (fluidized bed drying, fluidized bed material: sugar)"
91,1994,Grabowski S.,6,4,2.75,45,30,6,0.119,Thomson,Fluidized bed,Chemical,25,180,,220,,2.21E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.014,1000,930.233,809.986,1,4.2628,0.81,215.843,167.32,25.829,0.1359,0.1197,0,0.1359,0.1197,"0.5% NotApplicableOH + 2% ethyl oleate (fluidized bed drying, fluidized bed material: mixture of 50 wt% sugar and 50 wt% semoliNotApplicable)"
92,1994,Grabowski S.,7,10,2.75,60,15,17,0.024,Thomson,Convective,Untreated,Untreated,Untreated,,25,,2.88E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.043,1000,930.233,809.957,1,4.262,0.81,215.485,167.043,25.443,0.1339,0.1181,0,0.1339,0.1181,Untreated
93,1994,Grabowski S.,8,9,2.75,60,15,16,0.041,Thomson,Convective,Chemical,25,180,,28,,2.88E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.043,1000,930.233,809.957,1,4.262,0.81,216.899,168.139,26.857,0.1364,0.12,0.0012,0.1413,0.1238,3% NotApplicableHSO3
94,1994,Grabowski S.,9,7,2.75,60,15,12,0.014,Thomson,Fluidized bed,Untreated,Untreated,Untreated,,46,,2.88E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.043,1000,930.233,809.957,1,4.262,0.81,215.485,167.043,25.443,0.1339,0.1181,0,0.1339,0.1181,"Untreated (fluidized bed drying, fluidized bed material: sugar)"
95,1994,Grabowski S.,10,6,2.75,60,15,9,0.054,Thomson,Convective,Chemical,25,180,,64,,2.88E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.043,1000,930.233,809.957,1,4.262,0.81,215.485,167.043,25.443,0.1339,0.1181,0,0.1339,0.1181,0.5% NotApplicableOH + 2% ethyl oleate
96,1994,Grabowski S.,11,5,2.75,60,15,8,0.084,Thomson,Fluidized bed,Chemical,25,180,,90,,2.88E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.043,1000,930.233,809.957,1,4.262,0.81,216.899,168.139,26.857,0.1364,0.12,0.0012,0.1413,0.1238,"0.5% NotApplicableOH + 2% ethyl oleate (fluidized bed drying, fluidized bed material: sugar)"
97,1994,Grabowski S.,12,5,2.75,60,15,8,0.084,Thomson,Fluidized bed,Chemical,25,180,,90,,2.88E-03,8.20E+08,1883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,190.043,1000,930.233,809.957,1,4.262,0.81,216.899,168.139,26.857,0.1364,0.12,0.0012,0.1413,0.1238,"0.5% NotApplicableOH + 2% ethyl oleate (fluidized bed drying, fluidized bed material: mixture of 50 wt% sugar and 50 wt% semoliNotApplicable)"
98,1994,Tiris C.,1,41,0.02,40,30,264,3.209,Thomson,Open Sun,Chemical,25,30,,10.93,,9.24E-05,9.20E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,169,0.823,93.664,424.3,394.698,330.636,1,3.53,0.7792,119.882,92.932,26.217,0.1765,0.15,0.0308,0.2799,0.2187,"5% K2CO3 + 0.5% olive oil (Also called potasa) (Ambient temp., 30 sec)"
99,1994,Tiris C.,2,29,2.7,40,30,120,0.276,Thomson,Convective,Chemical,25,30,,18,,9.24E-05,9.20E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,273,0.822,150.905,683.6,635.907,532.695,1,3.53,0.7792,178.283,138.204,27.378,0.1765,0.15,0.0015,0.1814,0.1536,"5% K2CO3 + 0.5% olive oil (Also called potasa) (Ambient temp., 30 sec)"
100,1995,Kostaropoulos A. E.,1,12,0.01,22,0,290,1.574,Thomson,Open Sun,Untreated,Untreated,Untreated,,21,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,30,23.256,5,0.1765,0.15,0.0083,0.2,0.1667,Untreated
101,1995,Kostaropoulos A. E.,2,9,0.01,22,0,210,0.37,Thomson,Open Sun,Chemical + Microwave,25,60,,22,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,49.642,38.482,24.642,0.1765,0.15,0.2866,0.9857,0.4964,"2.5% K2CO3 + 0.5% olive oil (Ambient temp., 1 min)"
102,1995,Kostaropoulos A. E.,3,9,0.05,22,0,165,0.957,Thomson,Open Sun,Chemical + Microwave,25,60,,50,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,49.809,38.612,24.809,0.1765,0.15,0.289,0.9924,0.4981,"2.5% K2CO3 + 0.5% olive oil (Ambient temp., 1 min) + MW heating (430 W, 1 min)"
103,1995,Kostaropoulos A. E.,4,9,0.05,22,0,165,1.321,Thomson,Open Sun,Chemical + Microwave,25,120,,54,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,49.896,38.679,24.896,0.1765,0.15,0.2902,0.9959,0.499,"2.5% K2CO3 + 0.5% olive oil (Ambient temp., 1 min) + MW heating (325 W, 2 min)"
104,1995,Kostaropoulos A. E.,5,9,0.05,22,0,165,0.461,Thomson,Open Sun,Chemical + Microwave,25,120,,45,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,50.683,39.289,25.683,0.1765,0.15,0.3013,1.0273,0.5067,"2.5% K2CO3 + 0.5% olive oil (Ambient temp., 1 min) + MW heating (215 W, 2 min)"
105,1995,Kostaropoulos A. E.,6,9,0.05,22,0,169,0.016,Thomson,Open Sun,Microwave,NotApplicable,NotApplicable,,13,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,69.322,53.738,44.322,0.1765,0.15,0.5654,1.7729,0.6394,Microwave Only
106,1995,Kostaropoulos A. E.,7,8,0.05,22,0,141,0.105,Thomson,Open Sun,Chemical + Microwave,25,60,,33,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,55.847,43.292,30.847,0.1765,0.15,0.3745,1.2339,0.5523,"2.5% K2CO3 + 0.5% olive oil (Ambient temp., 1 min) + MW heating (325 W, 30 sec)"
107,1995,Kostaropoulos A. E.,8,9,0.05,22,0,170,0.223,Thomson,Open Sun,Chemical + Microwave,25,60,,39,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,53.403,41.398,28.403,0.1765,0.15,0.3399,1.1361,0.5319,"2.5% K2CO3 + 0.5% olive oil (Ambient temp., 1 min) + MW heating (325 W, 1 min)"
108,1995,Kostaropoulos A. E.,9,9,0.05,22,0,170,0.874,Thomson,Open Sun,Chemical + Microwave,25,60,,39,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,57.387,44.486,32.387,0.1765,0.15,0.3963,1.2955,0.5644,"2.5% K2CO3 + 0.5% olive oil (Ambient temp., 1 min) + MW heating (325 W, 2 min)"
109,1995,Kostaropoulos A. E.,10,9,0.05,22,0,165,1.718,Thomson,Open Sun,Chemical,100,30,,49,,1.43E-05,2.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,25,100,93.023,75,1,3,0.75,49.551,38.411,24.551,0.1765,0.15,0.2853,0.982,0.4955,"Blanched (boiling water treatment, 30 sec)"
110,1995,Raghavan G. S. V.,1,38,2.1,50,11,19,0.039,Thomson,Convective,Chemical,25,180,,51,,4.70E-04,7.50E+08,2383,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,207.9,1000,930.233,792.1,1,3.81,0.7921,303.835,235.531,95.935,0.1765,0.15,0.0784,0.4614,0.3157,0.5% NotApplicableOH + 2% ethyl oleate
111,1995,Raghavan G. S. V.,2,18,0.5,50,11,9,0.005,Thomson,MicroWave,Chemical + Microwave,25,180,MW,162,,4.70E-04,7.50E+08,2383,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,207.9,1000,930.233,792.1,1,3.81,0.7921,282.178,218.742,74.278,0.1765,0.15,0.0498,0.3573,0.2632,0.5% NotApplicableOH + 2% ethyl oleate (MW drying)
112,1995,Raghavan G. S. V.,3,7,2,60,7,12,0.023,Thomson,Convective,Chemical,25,180,,45,,5.87E-04,7.50E+08,2383,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,207.9,1000,930.233,792.1,1,3.81,0.7921,291.877,226.261,83.977,0.1765,0.15,0.0626,0.4039,0.2877,0.5% NotApplicableOH + 2% ethyl oleate
113,1995,Tulasidas T. N.,1,12,2,30,50,11,0.017,Thomson,ConMic,Chemical,25,180,,681,,5.30E-01,1.95E+09,395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,22.026,100,93.023,77.974,1,3.54,0.7797,26.43,20.488,4.403,0.18,0.1525,0.0059,0.1999,0.1666,0.5% NotApplicableOH + 2% ethyl oleate (Power density 0.5 W/g dry basis)
114,1995,Tulasidas T. N.,2,9,2,40,28,8,0.003,Thomson,ConMic,Chemical,25,180,,272,,5.52E-01,1.95E+09,395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,22.026,100,93.023,77.974,1,3.54,0.7797,26.253,20.351,4.227,0.18,0.1525,0.0035,0.1919,0.161,0.5% NotApplicableOH + 2% ethyl oleate (Power density 0.5 W/g dry basis)
115,1995,Tulasidas T. N.,3,6,2,50,17,5,0.004,Thomson,ConMic,Chemical,25,180,,175,,5.74E-01,1.95E+09,395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,22.026,100,93.023,77.974,1,3.54,0.7797,26.595,20.616,4.568,0.18,0.1525,0.0082,0.2074,0.1718,0.5% NotApplicableOH + 2% ethyl oleate (Power density 0.5 W/g dry basis)
116,1995,Tulasidas T. N.,4,5,2,60,10,4,0.006,Thomson,ConMic,Chemical,25,180,,165,,5.96E-01,1.95E+09,395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,22.026,100,93.023,77.974,1,3.54,0.7797,26.059,20.201,4.033,0.18,0.1525,0.0009,0.1831,0.1548,0.5% NotApplicableOH + 2% ethyl oleate (Power density 0.5 W/g dry basis)
117,1995,Tulasidas T. N.,5,9,2,30,50,8,0.01,Thomson,ConMic,Chemical,25,180,Pulsed,1080,,5.30E-01,1.95E+09,395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,22.026,100,93.023,77.974,1,3.54,0.7797,26.291,20.38,4.264,0.18,0.1525,0.004,0.1936,0.1622,0.5% NotApplicableOH + 2% ethyl oleate (Power density 1.0 W/g dry basis)
118,1995,Tulasidas T. N.,6,7,2,30,50,6,0.009,Thomson,ConMic,Chemical,25,180,Eletrci,1375,,5.30E-01,1.95E+09,395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,22.026,100,93.023,77.974,1,3.54,0.7797,26.196,20.307,4.17,0.18,0.1525,0.0028,0.1893,0.1592,0.5% NotApplicableOH + 2% ethyl oleate (Power density 1.5 W/g dry basis)
119,1995,Tulasidas T. N.,7,12,1,30,50,11,0.012,Thomson,ConMic,Chemical,25,180,,975,,5.30E-01,1.95E+09,395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,22.026,100,93.023,77.974,1,3.54,0.7797,26.185,20.298,4.159,0.18,0.1525,0.0026,0.1888,0.1588,0.5% NotApplicableOH + 2% ethyl oleate (Power density 0.5 W/g dry basis)
120,1995,Tulasidas T. N.,8,5,1,50,17,4,0,Thomson,ConMic,Chemical,25,180,,265,,5.74E-01,1.95E+09,395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,40,0.822,22.026,100,93.023,77.974,1,3.54,0.7797,25.786,19.989,3.76,0.1707,0.1458,0,0.1707,0.1458,0.5% NotApplicableOH + 2% ethyl oleate (Power density 0.5 W/g dry basis)
121,1996,Dincer I.,1,21,0.05,34,40,176,0.494,Thomson,Open Sun,Chemical,25,180,,21,,7.13E-05,8.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,72,0.824,43.358,181.291,168.643,137.933,1,3.1812,0.7608,46.291,35.884,2.932,0.0676,0.0633,0,0.0676,0.0633,4.74% (w/w) K2CO3 + 0.48% (w/w) olive oil (Also called potasa solution) (Dipped 6 times)
122,1996,Dincer I.,2,17,0.05,34,40,128,0.708,Thomson,Open Sun,Chemical,25,180,,42,,7.13E-05,8.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,76,0.824,45.148,191.34,177.991,146.192,1,3.2381,0.764,48.585,37.663,3.437,0.0761,0.0707,0,0.0761,0.0707,4% (w/w) K2CO3 + 2% (w/w) mixture A (Also called present solution) (Dipped 6 times)
123,1996,Dincer I.,3,46,0.01,34,40,434,0.438,Thomson,Open Sun,Untreated,Untreated,Untreated,,9,,7.13E-05,8.50E+08,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,74,0.823,37.603,185.922,172.951,148.319,1,3.9444,0.7978,47.304,36.67,9.702,0.1765,0.15,0.0216,0.258,0.2051,Untreated
124,1996,Mahmuto?lu T.,1,16,0.01,28,55,208,0.579,Thomson,Open Sun,Chemical,25,25,,65,,3.48E-04,9.50E+08,2383,1.79E-02,2.30E-02,5.49E-01,29.6,1075,100,0.822,61.25,250,232.558,188.75,1,3.0816,0.755,69.036,53.516,7.786,0,0,0.0413,0.1271,0.1128,"5% K2CO3 + 2% ethyl oleate (ambient temp., 20-25 sec) on concrete"
125,1996,Mahmuto?lu T.,2,16,0.02,28,55,240,0.373,Thomson,Open Sun,Chemical,25,25,,49,,3.48E-04,9.50E+08,2383,1.79E-02,2.30E-02,5.49E-01,29.6,1075,100,0.822,61.25,250,232.558,188.75,1,3.0816,0.755,76.854,59.577,15.604,0,0,0.0827,0.2548,0.203,"5% K2CO3 + 2% ethyl oleate (ambient temp., 20-25 sec) on canvas"
126,1996,Mahmuto?lu T.,3,17,0.05,28,55,193,0.267,Thomson,Open Sun,Chemical,25,25,F,49,,3.48E-04,9.50E+08,2383,1.79E-02,2.30E-02,5.49E-01,29.6,1075,100,0.822,61.25,250,232.558,188.75,1,3.0816,0.755,77.552,60.118,16.302,0,0,0.0864,0.2662,0.2102,"5% K2CO3 + 2% ethyl oleate (ambient temp., 20-25 sec) on wooden racks"
127,1996,Mahmuto?lu T.,4,20,3,40,28,160,0.032,Thomson,Convective,Chemical,25,25,,75,,4.71E-04,9.50E+08,2383,1.79E-02,2.30E-02,5.49E-01,29.6,1075,100,0.822,61.25,250,232.558,188.75,1,3.0816,0.755,70.193,54.413,8.943,0,0,0.0474,0.146,0.1274,"5% K2CO3 + 2% ethyl oleate (ambient temp., 20-25 sec)"
128,1996,Mahmuto?lu T.,5,7,3,40,28,132,0.169,Thomson,Convective,Chemical,25,25,,76,,4.71E-04,9.50E+08,2383,1.79E-02,2.30E-02,5.49E-01,29.6,1075,100,0.822,61.25,250,232.558,188.75,1,3.0816,0.755,74.149,57.48,12.899,0,0,0.0683,0.2106,0.174,"SO2 treatment + 5% K2CO3 + 2% ethyl oleate (ambient temp., 20-25 sec)"
129,1996,Simal S.,1,24,2.88,60,10,23,0.067,Flame,Convective,Chemical,100,20,,58,,1.91E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,281.094,217.903,53.822,0.1765,0.15,0.0187,0.2368,0.1915,0.6% (w/w) NotApplicableOH + 4% (w/w) NotApplicable2S2O5 + 0.1% (v/v) acetic acid solution
130,1996,Simal S.,2,32,2.8,60,10,13,0.049,Flame,Convective,Chemical,100,20,,52,,1.91E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,314.004,243.414,86.731,0.1765,0.15,0.0636,0.3816,0.2762,0.6% (w/w) NotApplicableOH + 4% (w/w) NotApplicable2S2O5 + 0.1% (w/v) chitosan + 0.1% (v/v) acetic acid solution
131,1996,Simal S.,3,32,2.78,60,10,23,0.062,Flame,Convective,Chemical,25,600,,44,,1.91E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,306.194,237.36,78.921,0.1765,0.15,0.053,0.3473,0.2577,7% (w/w) K2CO3 + 0.4% (v/v) olive oil
132,1996,Simal S.,4,39,2.71,60,10,23,0.029,Flame,Convective,Chemical,25,180,,35,,1.91E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,312.333,242.119,85.061,0.1765,0.15,0.0614,0.3743,0.2723,4% (w/w) NotApplicable2S2O5 + 2.5% (w/w) K2CO3 + 3% (w/w) ethyl oleate
133,1996,Simal S.,5,29,2.88,60,10,14,0.064,Flame,Convective,Chemical,100,20,,55,,1.91E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,287.358,222.758,60.086,0.1765,0.15,0.0273,0.2644,0.2091,0.6% (w/w) NotApplicableOH
134,1996,Simal S.,6,31,2.62,60,10,27,0.002,Flame,Convective,Untreated,Untreated,Untreated,F,15,,1.91E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,340.803,264.188,113.53,0.1765,0.15,0.1002,0.4995,0.3331,Untreated
135,1996,Simal S.,7,39,3.14,30,42,29,0.043,Flame,Convective,Chemical,100,20,,285,,8.39E-05,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,343.169,266.023,115.897,0.1765,0.15,0.1035,0.5099,0.3377,0.6% (w/w) NotApplicableOH + 4% (w/w) NotApplicable2S2O5 + 0.1% (w/v) chitosan + 0.1% (v/v) acetic acid solution
136,1996,Simal S.,8,31,3.06,40,25,17,0.02,Flame,Convective,Chemical,100,20,,175,,1.12E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,338.817,262.649,111.545,0.1765,0.15,0.0975,0.4908,0.3292,0.6% (w/w) NotApplicableOH + 4% (w/w) NotApplicable2S2O5 + 0.1% (w/v) chitosan + 0.1% (v/v) acetic acid solution
